resume_id,job_title,salary,location,company_size,experience_level,employment_type,skills,experience_level_value,company_size_value,employment_type_value
1316,Data Analytics Specialist,95000,"Houston,TX, Anywhere",Huge,Jr,Contract,"Azure, Power BI, R",1,4,4
1317,BI Analyst,70000,"Houston,TX, San Francisco, CA",Startup,Pr,Freelance,", Tableau",4,1,6
1318,Data Analytics Specialist,14000000,"San Francisco, CA, Houston,TX, New York, NY",Unknown,Sr,Contract,"Azure , R , SQL ,  , Power BI",3,0,4
1319,Jr. Data Analyst,8090000,"Anywhere, San Francisco, CA, London, UK",Small,Jr,Regular,"Excel,Power BI,SQL,Azure,R",1,0,3
1320,Jr. Data Analyst,70000,"Huntsville,AL, London, UK",Unknown,Sr,Contract,"Google Cloud ,",3,0,4
1321,BI Analyst,50,"Dallas, TX, New York, NY",Large,Sr,Temporary,"AWS,",3,3,5
1322,Data Analyst!!!,65000,Anywhere,Large,None,Contract,", Google Cloud, Tableau",0,3,4
1323,BI Analyst,70000,"Remote, Anywhere",Startup,None,Part-time,"Python, Google Cloud, Tableau",0,1,2
1324,Junior Data Analyst,65000,Remote,Medium,Sr,Full-time,3,2,1,
1325,Data Analytics Specialist,65000,"New York, NY, US, London, UK",Large,Sr,Contract,"Excel, , Azure, R",3,3,4
1326,Jr. Data Analyst,0,"San Francisco, CA",Startup,Jr,Temporary,"SQL,AWS,Tableau",1,1,5
1327,Senior Data Analyst,95000,"US, Remote, Houston,TX",Startup,None,Contract,"SQL, Python, Azure, R",0,1,4
1328,Marketing Data Analyst,90000,"London, UK, New York, NY",Unknown,Jr,Freelance,"Excel, SQL, , R",1,0,6
1329,Senior Data Analyst,50000,"Anywhere, Remote",Startup,Sr,Full-time,"SQL,Power BI,Google Cloud,Tableau",3,1,1
1330,Data Analyst - Remote,0,Remote,Startup,Jr,Contract,"Azure, AWS",1,1,4
1331,Junior Data Analyst,95000,"Austin, TX, San Francisco, CA, US",Large,Sr,Temporary,"SQL, Power BI, Python, Excel",3,3,5
1332,Senior Data Analyst,8090000,"Houston,TX, Anywhere, Dallas, TX",Small,Jr,Temporary,"Tableau, Google Cloud",1,0,5
1333,Data Analyst!!!,95000,"Remote, Dallas, TX, San Francisco, CA",Large,Sr,Freelance,"Power BI , R , Python",3,3,6
1334,Junior Data Analyst,90000,"Dallas, TX, San Francisco, CA, Huntsville,AL",Medium,Sr,Part-time,"AWS, Python, Azure",3,2,2
1335,Data Analyst,110000,"Huntsville,AL, Remote",Large,Mi,Part-time,",Power BI,Excel,R",2,3,2
1336,Jr. Data Analyst,65000,"US, Remote, New York, NY",Startup,Jr,Contract,"Tableau, Google Cloud, AWS",1,1,4
1337,Marketing Data Analyst,14000000,"Houston,TX, US, Anywhere",Large,Pr,Contract,", Excel, Azure, Power BI, Google Cloud",4,3,4
1338,Data Analytics Specialist,95000,"Austin, TX",Small,None,Full-time,"Python, , Tableau, Power BI",0,0,1
1339,Marketing Data Analyst,8090000,"New York, NY, London, UK, Austin, TX",Small,Sr,Part-time,"Power BI , Excel ,",3,0,2
1340,Data Analyst!!!,65000,"US, San Francisco, CA",Large,None,Part-time,"AWS,",0,3,2
1341,Junior Data Analyst,50000,"Houston,TX, Anywhere, Huntsville,AL",Medium,Mi,Contract,"AWS,Tableau,Azure,",2,2,4
1342,Junior Data Analyst,70000,"Houston,TX, New York, NY",Startup,Pr,Freelance,"Tableau, Power BI,",4,1,6
1343,Product Data Analyst,14000000,"Remote, New York, NY, US",Medium,Jr,Part-time,"AWS,Power BI,SQL,Azure,Tableau",1,2,2
1344,Data Analyst!!!,50,"Houston,TX, Anywhere",Small,Sr,Regular,"Azure,Excel,AWS",3,0,3
1345,Product Data Analyst,95000,"New York, NY, Austin, TX",Startup,Jr,Contract,"SQL,Google Cloud,Power BI,Python",1,1,4
1346,Sr. Data Analyst,95000,"London, UK",Small,Sr,Part-time,3,0,2,
1347,Data Analytics Specialist,50,"Huntsville,AL",Medium,Jr,Contract,"Azure, , R",1,2,4
1348,Data Analyst,0,Remote,Medium,Mi,Contract,"SQL, Tableau, AWS, Google Cloud, Power BI",2,2,4
1349,Sr. Data Analyst,14000000,"Austin, TX, San Francisco, CA, Remote",Huge,Sr,Contract,"Google Cloud, AWS",3,4,4
1350,BI Analyst,65000,"Dallas, TX",Startup,Jr,Contract,"SQL, , R",1,1,4
1351,Data Analyst - Remote,70000,"US, San Francisco, CA",Startup,Pr,Temporary,"Tableau,Power BI,Azure,R,AWS",4,1,5
1352,Jr. Data Analyst,70000,"San Francisco, CA, New York, NY, Anywhere",Medium,None,Temporary,"AWS , Google Cloud , Power BI , Tableau , SQL",0,2,5
1353,DATA ANALYST,0,"New York, NY, London, UK",Huge,Jr,Part-time,"AWS, SQL",1,4,2
1354,Data Analytics Specialist,50000,"Remote, San Francisco, CA",Large,Mi,Freelance,"Python,SQL",2,3,6
1355,DATA ANALYST,70000,"Remote, London, UK",Startup,Sr,Part-time,"Python, R, AWS, Tableau, Excel",3,1,2
1356,BI Analyst,65000,"London, UK",Startup,Jr,Part-time,"Python, Azure, AWS, SQL",1,1,2
1357,Data Analytics Specialist,90000,"Remote, San Francisco, CA, Anywhere",Medium,Mi,Temporary,"Power BI, Excel, Tableau, Azure",2,2,5
1358,Data Analyst,95000,Anywhere,Medium,Pr,Freelance,",Azure,R,SQL,Excel",4,2,6
1359,Marketing Data Analyst,50,"San Francisco, CA, Huntsville,AL, New York, NY",Startup,Jr,Part-time,1,1,2,
1360,Sr. Data Analyst,50000,"Austin, TX",Medium,Jr,Freelance,"AWS, Tableau, Google Cloud, Excel,",1,2,6
1361,Junior Data Analyst,70000,"San Francisco, CA, Dallas, TX",Small,Jr,Contract,"Excel , Azure , AWS , SQL",1,0,4
1362,Product Data Analyst,120000,Anywhere,Small,Mi,Part-time,"R,Google Cloud,Python",2,0,2
1363,Sr. Data Analyst,50000,US,Medium,Sr,Part-time,"SQL , Tableau , R , AWS",3,2,2
1364,DATA ANALYST,50000,"Austin, TX, San Francisco, CA, Houston,TX",Startup,Sr,Full-time,"AWS, Power BI, Python",3,1,1
1365,Data Analytics Specialist,65000,"New York, NY, Houston,TX, Huntsville,AL",Startup,None,Regular,",Tableau,AWS,Google Cloud",0,1,3
1366,Data Analyst!!!,90000,"Austin, TX, Huntsville,AL",Startup,None,Freelance,"R, Azure,",0,1,6
1367,Data Analyst II,50000,"Huntsville,AL",Medium,Jr,Full-time,"Python , Excel",1,2,1
1368,Jr. Data Analyst,14000000,"Remote, New York, NY",Unknown,Pr,Contract,"Python,Tableau,SQL,AWS",4,0,4
1369,Data Analyst - Remote,50,"Austin, TX, Anywhere",Medium,Mi,Freelance,"Excel, Google Cloud, Azure,",2,2,6
1370,Marketing Data Analyst,70000,"Huntsville,AL, San Francisco, CA",Large,Sr,Part-time,"AWS, R,",3,3,2
1371,Junior Data Analyst,70000,"New York, NY, Anywhere",Huge,Jr,Full-time,"Tableau,Power BI,Azure,R,Excel",1,4,1
1372,Product Data Analyst,50000,"London, UK, Remote, San Francisco, CA",Large,Jr,Part-time,"Tableau ,  , Python , Power BI , SQL",1,3,2
1373,Medium,0,DATA ANALYST,"New York, NY",W2,Negotiable,0,0,0,
1374,Jr. Data Analyst,50,"San Francisco, CA, Remote, Dallas, TX",Startup,Sr,Full-time,"Tableau, Python, Google Cloud, Excel, AWS",3,1,1
1375,Product Data Analyst,70000,"Houston,TX, US, London, UK",Huge,Mi,Full-time,"AWS,Excel,",2,4,1
1376,BI Analyst,50,"Anywhere, Huntsville,AL",Medium,Jr,Temporary,"SQL, Azure, Google Cloud, AWS",1,2,5
1377,Junior Data Analyst,95000,Remote,Startup,Sr,Full-time,",Power BI,Azure,R",3,1,1
1378,Jr. Data Analyst,65000,"New York, NY",Unknown,Sr,Temporary,"Excel, R, Tableau, Google Cloud",3,0,5
1379,Product Data Analyst,95000,"Dallas, TX",Small,Sr,Full-time,"Tableau, Google Cloud",3,0,1
1380,Marketing Data Analyst,0,"Huntsville,AL, Austin, TX",Startup,Sr,Part-time,"SQL, Power BI, Excel,",3,1,2
1381,Data Analyst!!!,70000,"London, UK, US, Dallas, TX",Startup,Jr,Freelance,", Google Cloud, R, Python",1,1,6
1382,Data Analytics Specialist,95000,Anywhere,Startup,Jr,Part-time,"Tableau, , SQL, Power BI, AWS",1,1,2
1383,BI Analyst,90000,"Huntsville,AL, London, UK",Startup,None,Part-time,", Power BI",0,1,2
1384,Data Analyst,110000,"London, UK, New York, NY",Startup,Jr,Regular,"R,Azure,Excel,Python,",1,1,3
1385,Data Analyst - Remote,90000,"Huntsville,AL, Dallas, TX, New York, NY",Unknown,Mi,Regular,"AWS,R,Tableau,Excel",2,0,3
1386,DATA ANALYST,50000,"Houston,TX",Small,Jr,Contract,"AWS ,  , SQL",1,0,4
1387,Senior Data Analyst,50000,"New York, NY, Austin, TX, London, UK",Startup,Sr,Full-time,"SQL, Power BI",3,1,1
1388,Product Data Analyst,70000,Remote,Small,Jr,Temporary,"Python, SQL",1,0,5
1389,Product Data Analyst,95000,"Remote, San Francisco, CA, London, UK",Startup,Jr,Freelance,"AWS , Python , Azure , Power BI",1,1,6
1390,Data Analyst II,70000,Anywhere,Small,None,Part-time,"R , Python , Azure , Power BI , SQL",0,0,2
1391,Senior Data Analyst,0,"Anywhere, London, UK, Houston,TX",Unknown,Mi,Temporary,"Power BI, AWS, Azure, SQL, Excel",2,0,5
1392,Marketing Data Analyst,65000,"US, Austin, TX, London, UK",Huge,Jr,Full-time,"Azure, AWS",1,4,1
1393,DATA ANALYST,95000,"San Francisco, CA",Large,Sr,Full-time,3,3,1,
1394,Junior Data Analyst,0,"New York, NY, Anywhere",Startup,Mi,Part-time,"AWS, , Excel, R, Power BI",2,1,2
1395,DATA ANALYST,70000,"New York, NY",Large,Mi,Part-time,"AWS,R,Azure,SQL",2,3,2
1396,Data Analyst!!!,0,"Remote, Huntsville,AL, Anywhere",Medium,Jr,Temporary,"Tableau, , SQL",1,2,5
1397,Product Data Analyst,90000,"Remote, Huntsville,AL, Anywhere",Large,Jr,Contract,"AWS , Power BI , SQL , Excel ,",1,3,4
1398,Marketing Data Analyst,70000,"London, UK, Austin, TX, Remote",Large,Sr,Full-time,"Excel, , Python, Azure, SQL",3,3,1
1399,DATA ANALYST,95000,"Dallas, TX, New York, NY",Startup,Jr,Part-time,"AWS , SQL , Power BI , Tableau , Excel",1,1,2
1400,Data Analytics Specialist,95000,"New York, NY, San Francisco, CA",Medium,Sr,Part-time,"Power BI , Google Cloud",3,2,2
1401,Sr. Data Analyst,120000,"New York, NY, Houston,TX",Large,Jr,Full-time,"Google Cloud, Power BI, Azure, AWS",1,3,1
1402,Marketing Data Analyst,50,"Dallas, TX",Large,Mi,Regular,"Power BI, Python, SQL, R",2,3,3
1403,Data Analyst II,110000,"Anywhere, Remote",Startup,Jr,Part-time,"Tableau , R , Python , Power BI , Azure",1,1,2
1404,Data Analyst,50,"Huntsville,AL, London, UK, New York, NY",Small,Sr,Part-time,"Power BI, Google Cloud, Azure, Excel, SQL",3,0,2
1405,Data Analyst,14000000,Remote,Small,None,Part-time,"Python, Azure, Tableau, SQL",0,0,2
1406,Jr. Data Analyst,120000,US,Huge,Mi,Temporary,"AWS,R,Python,Excel",2,4,5
1407,Data Analyst!!!,0,Remote,Large,Mi,Part-time,"Excel, Python, Google Cloud, Power BI",2,3,2
1408,Data Analyst,0,"Dallas, TX, London, UK",Large,None,Temporary,",Azure",0,3,5
1409,Data Analyst II,0,"Remote, Dallas, TX, Huntsville,AL",Startup,Mi,Contract,"Excel, Azure",2,1,4
1410,Jr. Data Analyst,95000,"Dallas, TX",Huge,Jr,Part-time,"AWS,Google Cloud",1,4,2
1411,Jr. Data Analyst,70000,"San Francisco, CA, New York, NY",Unknown,Jr,Temporary,"Python,Tableau,Power BI",1,0,5
1412,Junior Data Analyst,8090000,"Dallas, TX, Austin, TX, San Francisco, CA",Large,Mi,Contract,"SQL, Tableau",2,3,4
1413,Sr. Data Analyst,95000,"Remote, US",Startup,Sr,Regular,"Tableau, Power BI, Excel, R, Azure",3,1,3
1414,Senior Data Analyst,0,"Remote, London, UK",Large,Jr,Freelance,", Google Cloud, Tableau, AWS",1,3,6
1415,BI Analyst,70000,"Dallas, TX, Houston,TX",Medium,Jr,Part-time,"Excel, Python",1,2,2
1416,Junior Data Analyst,50,"Austin, TX, San Francisco, CA, Houston,TX",Large,Mi,Temporary,"Power BI,Python,Azure",2,3,5
1417,Data Analyst - Remote,50000,"Dallas, TX",Huge,Sr,Contract,"Python, R, Azure",3,4,4
1418,Product Data Analyst,70000,Remote,Small,Sr,Regular,"R, Tableau",3,0,3
1419,Data Analyst!!!,14000000,"Austin, TX, London, UK, Houston,TX",Large,Mi,Part-time,"SQL, Google Cloud, Azure, Power BI",2,3,2
1420,Sr. Data Analyst,0,"Austin, TX, Remote, New York, NY",Large,None,Full-time,",AWS",0,3,1
1421,Sr. Data Analyst,0,"Huntsville,AL, Remote, US",Medium,Sr,Full-time,"R, Google Cloud, AWS,",3,2,1
1422,Sr. Data Analyst,95000,"London, UK",Startup,Jr,Full-time,"R,Power BI,Python,AWS",1,1,1
1423,DATA ANALYST,70000,"New York, NY",Large,None,Contract,"Excel,AWS",0,3,4
1424,Data Analyst - Remote,70000,"US, Dallas, TX, Anywhere",Large,Jr,Part-time,"Excel, SQL, AWS,",1,3,2
1425,Junior Data Analyst,14000000,"San Francisco, CA",Small,Jr,Full-time,"SQL, AWS",1,0,1
1426,Data Analyst - Remote,90000,"Huntsville,AL, San Francisco, CA",Startup,Jr,Part-time,", Python , SQL , Google Cloud , R",1,1,2
1427,Product Data Analyst,70000,"Houston,TX",Huge,Mi,Full-time,"Excel, Python, AWS, Power BI",2,4,1
1428,Senior Data Analyst,0,"Houston,TX, London, UK",Medium,Sr,Part-time,"Excel,Python,Google Cloud",3,2,2
1429,Data Analytics Specialist,50000,"Houston,TX, Anywhere",Medium,Pr,Contract,",AWS,Excel,SQL,Power BI",4,2,4
1430,Data Analyst - Remote,120000,"London, UK",Large,Mi,Regular,"SQL,",2,3,3
1431,Sr. Data Analyst,95000,"London, UK, Houston,TX, Anywhere",Large,Mi,Contract,"Google Cloud, Excel, Azure, Power BI",2,3,4
1432,Senior Data Analyst,95000,"Anywhere, Huntsville,AL, US",Large,Pr,Freelance,"Excel , SQL , Azure",4,3,6
1433,Data Analytics Specialist,0,"Austin, TX, New York, NY, Remote",Startup,Mi,Part-time,"Azure, R, Google Cloud,",2,1,2
1434,Product Data Analyst,110000,Remote,Medium,Pr,Freelance,"Python, Excel, R, SQL, Azure",4,2,6
1435,Data Analyst II,50000,"Remote, Austin, TX",Huge,Mi,Regular,"R, Azure",2,4,3
1436,Data Analytics Specialist,50,US,Large,Jr,Freelance,"SQL, AWS, , Excel, Power BI",1,3,6
1437,Data Analyst II,0,"Austin, TX, Dallas, TX",Large,Pr,Full-time,"Power BI,SQL,AWS",4,3,1
1438,Product Data Analyst,70000,"US, Houston,TX",Large,Mi,Contract,"Google Cloud , AWS , R , SQL",2,3,4
1439,Data Analyst,110000,"Dallas, TX",Small,Sr,Regular,"Azure,",3,0,3
1440,Data Analyst!!!,0,US,Small,None,Full-time,"Tableau,SQL,Python,",0,0,1
1441,Data Analytics Specialist,0,"Houston,TX, London, UK",Large,Sr,Full-time,"Tableau,Azure,Google Cloud",3,3,1
1442,Data Analyst II,70000,"Huntsville,AL",Huge,Jr,Part-time,"R , AWS , Tableau , SQL , Python",1,4,2
1443,Product Data Analyst,65000,Anywhere,Startup,Jr,Contract,"Excel, SQL, Python",1,1,4
1444,BI Analyst,65000,"Huntsville,AL, London, UK, Austin, TX",Large,Mi,Temporary,"SQL,Power BI,Google Cloud,AWS,Azure",2,3,5
1445,Sr. Data Analyst,50000,"Anywhere, Austin, TX",Large,Sr,Freelance,",SQL",3,3,6
1446,DATA ANALYST,110000,"London, UK, Anywhere",Small,None,Freelance,"Power BI,Azure",0,0,6
1447,Data Analytics Specialist,50,"US, Austin, TX",Large,None,Freelance,"Azure, Excel, Power BI",0,3,6
1448,Jr. Data Analyst,65000,"Dallas, TX",Small,Pr,Part-time,"Power BI,Google Cloud",4,0,2
1449,Data Analyst - Remote,120000,"Remote, US",Large,Mi,Contract,"Power BI, Google Cloud, Excel",2,3,4
1450,Data Analyst II,70000,"San Francisco, CA, London, UK, Huntsville,AL",Small,Jr,Contract,"AWS,Google Cloud",1,0,4
1451,Product Data Analyst,90000,"Houston,TX, Huntsville,AL",Large,Jr,Contract,"Tableau, Excel, AWS,",1,3,4
1452,Junior Data Analyst,14000000,"San Francisco, CA, US, Remote",Large,Jr,Part-time,"Azure, AWS, R, Tableau, Google Cloud",1,3,2
1453,Marketing Data Analyst,0,"San Francisco, CA",Large,Pr,Freelance,"Azure,Excel,Power BI",4,3,6
1454,Data Analyst II,8090000,"London, UK",Small,None,Contract,"Azure, Tableau",0,0,4
1455,Data Analytics Specialist,70000,"Houston,TX",Medium,None,Contract,"Azure, , R, Tableau, Power BI",0,2,4
1456,Data Analyst II,8090000,"London, UK",Huge,Mi,Full-time,"Google Cloud,AWS,Power BI,SQL",2,4,1
1457,Senior Data Analyst,95000,"London, UK",Unknown,Jr,Part-time,"Google Cloud, Power BI, Azure",1,0,2
1458,Junior Data Analyst,14000000,"US, Huntsville,AL",Large,Sr,Freelance,"Excel, Python, Tableau,",3,3,6
1459,Data Analytics Specialist,50,"Huntsville,AL",Small,Sr,Contract,"R ,  , Excel , Power BI",3,0,4
1460,DATA ANALYST,14000000,"Houston,TX",Large,Mi,Regular,"Power BI,Python,Azure,R,AWS",2,3,3
1461,Senior Data Analyst,120000,"New York, NY, US",Small,Pr,Freelance,"AWS, Google Cloud, R",4,0,6
1462,Junior Data Analyst,95000,"London, UK, Austin, TX",Huge,Jr,Regular,"AWS, Power BI, R, Python, Excel",1,4,3
1463,Data Analyst - Remote,50000,"Huntsville,AL, New York, NY",Medium,Mi,Full-time,"R,AWS",2,2,1
1464,Jr. Data Analyst,70000,"Houston,TX, Dallas, TX",Unknown,Sr,Full-time,"Azure, AWS, Tableau, R, SQL",3,0,1
1465,Data Analyst - Remote,0,"Remote, Huntsville,AL",Medium,Jr,Contract,"SQL,Python,AWS",1,2,4
1466,Data Analyst II,110000,"Remote, Anywhere, Huntsville,AL",Small,Sr,Contract,", Google Cloud, Excel, Python",3,0,4
1467,Marketing Data Analyst,90000,"Huntsville,AL, Houston,TX, Anywhere",Startup,Jr,Regular,"Power BI, Excel, Google Cloud",1,1,3
1468,Data Analyst II,0,"Anywhere, London, UK, San Francisco, CA",Startup,Jr,Part-time,1,1,2,
1469,Data Analyst,70000,"Remote, Austin, TX",Small,Jr,Freelance,"AWS , SQL , Python ,",1,0,6
1470,Product Data Analyst,0,"Austin, TX, Remote, Anywhere",Medium,None,Part-time,"SQL, Tableau, Azure, Excel",0,2,2
1471,Junior Data Analyst,65000,"Houston,TX, New York, NY",Medium,Pr,Full-time,"Tableau, Google Cloud, , Excel",4,2,1
1472,Data Analyst II,120000,"Dallas, TX, Huntsville,AL",Medium,Pr,Freelance,"Python , R , Azure , Excel , AWS",4,2,6
1473,Data Analyst,110000,"New York, NY, Anywhere",Large,Mi,Part-time,"AWS , SQL ,",2,3,2
1474,Data Analyst - Remote,0,"London, UK, Huntsville,AL, Remote",Startup,None,Contract,"Excel,Google Cloud,SQL,R",0,1,4
1475,Product Data Analyst,70000,"Austin, TX, Huntsville,AL",Medium,Mi,Part-time,", Python, Azure, Power BI",2,2,2
1476,Data Analyst!!!,14000000,"Houston,TX, US, London, UK",Medium,Jr,Part-time,"AWS, Google Cloud, Excel,",1,2,2
1477,Marketing Data Analyst,70000,"New York, NY, Huntsville,AL, Dallas, TX",Small,None,Full-time,0,0,1,
1478,Data Analyst,110000,"London, UK",Large,Jr,Contract,"R, Tableau, Azure, AWS",1,3,4
1479,Data Analyst - Remote,110000,"Huntsville,AL, Austin, TX, Houston,TX",Startup,Mi,Freelance,"Azure, Excel, Python, Google Cloud",2,1,6
1480,Marketing Data Analyst,0,"Austin, TX",Small,Pr,Contract,"AWS, Google Cloud, Power BI, Excel",4,0,4
1481,Data Analytics Specialist,95000,"Houston,TX",Huge,Sr,Full-time,"Google Cloud, R",3,4,1
1482,Data Analyst II,70000,"Remote, Anywhere",Startup,Jr,Part-time,", Azure",1,1,2
1483,Data Analyst!!!,8090000,"London, UK",Small,Jr,Part-time,"Excel, Power BI",1,0,2
1484,Data Analyst!!!,70000,"Anywhere, US, San Francisco, CA",Small,Jr,Contract,"R , Tableau , Python",1,0,4
1485,Senior Data Analyst,8090000,"San Francisco, CA",Startup,Mi,Part-time,"Azure , Tableau , R",2,1,2
1486,Data Analyst - Remote,70000,"Houston,TX, Dallas, TX, New York, NY",Startup,Jr,Full-time,"AWS,R,Google Cloud,Excel",1,1,1
1487,Data Analyst!!!,90000,"Huntsville,AL, Anywhere, New York, NY",Large,Sr,Contract,"R, Power BI, Azure,",3,3,4
1488,Jr. Data Analyst,120000,Remote,Unknown,Mi,Full-time,"AWS, Azure, Google Cloud",2,0,1
1489,Senior Data Analyst,0,"Austin, TX",Medium,Jr,Full-time,", Excel, Azure, R, SQL",1,2,1
1490,Product Data Analyst,65000,"Remote, Huntsville,AL",Large,Jr,Full-time,"Google Cloud, AWS",1,3,1
1491,Senior Data Analyst,65000,"Houston,TX, San Francisco, CA",Small,Mi,Contract,"Tableau, R, Google Cloud,",2,0,4
1492,Data Analyst - Remote,8090000,"New York, NY, London, UK",Startup,Sr,Full-time,"Python, R",3,1,1
1493,Data Analyst II,65000,"New York, NY, Dallas, TX, London, UK",Startup,Jr,Part-time,"Power BI, , Tableau",1,1,2
1494,Product Data Analyst,0,"Austin, TX, Dallas, TX",Large,Sr,Temporary,"Azure,Google Cloud,Excel,Python",3,3,5
1495,Data Analyst!!!,0,"Dallas, TX",Large,Sr,Temporary,"AWS, Power BI, Python, Google Cloud",3,3,5
1496,Marketing Data Analyst,50000,"Austin, TX, Anywhere, San Francisco, CA",Large,Sr,Part-time,"Power BI, Python, AWS, , Excel",3,3,2
1497,Data Analyst!!!,120000,"Remote, Dallas, TX",Large,Sr,Temporary,"Excel,Tableau,Power BI",3,3,5
1498,Product Data Analyst,90000,US,Medium,Jr,Contract,", R",1,2,4
1499,Product Data Analyst,14000000,"Anywhere, Dallas, TX",Medium,Sr,Part-time,"R, Azure, Python, , Tableau",3,2,2
1500,Sr. Data Analyst,95000,"Huntsville,AL, US, Remote",Startup,Pr,Part-time,"Python, Tableau, AWS,",4,1,2
1501,Product Data Analyst,95000,"Anywhere, US, Remote",Small,Jr,Part-time,"Google Cloud, SQL, Power BI, Azure",1,0,2
1502,DATA ANALYST,90000,"Dallas, TX",Large,Jr,Part-time,"Python , Power BI , Google Cloud , R , Azure",1,3,2
1503,Product Data Analyst,50,"San Francisco, CA, Austin, TX",Medium,Jr,Temporary,"Power BI, Python, R",1,2,5
1504,Product Data Analyst,70000,"Remote, Houston,TX, London, UK",Large,Sr,Full-time,"Azure , Tableau",3,3,1
1505,Data Analyst,8090000,"Anywhere, Huntsville,AL, Houston,TX",Startup,Mi,Part-time,"SQL,Python,Google Cloud,Azure",2,1,2
1506,Data Analyst II,110000,"New York, NY, San Francisco, CA, US",Startup,Jr,Part-time,"Google Cloud,R",1,1,2
1507,Data Analyst!!!,0,"Anywhere, London, UK, US",Startup,Sr,Regular,"Python, Google Cloud",3,1,3
1508,Data Analytics Specialist,95000,"Huntsville,AL, Dallas, TX",Large,Mi,Full-time,", SQL , Google Cloud , Power BI",2,3,1
1509,Data Analyst,65000,"Remote, Dallas, TX",Unknown,Sr,Freelance,"R, Python, AWS,",3,0,6
1510,Data Analyst - Remote,120000,"Austin, TX, Anywhere, Huntsville,AL",Startup,Pr,Temporary,"Azure , AWS , Google Cloud",4,1,5
1511,Jr. Data Analyst,70000,"Dallas, TX, San Francisco, CA, Austin, TX",Startup,Jr,Contract,"AWS,Google Cloud,Tableau",1,1,4
1512,Marketing Data Analyst,65000,"New York, NY, Remote, Dallas, TX",Startup,Jr,Freelance,"SQL,Google Cloud,Tableau,Python",1,1,6
1513,Sr. Data Analyst,70000,"Houston,TX, US",Startup,Sr,Contract,"Tableau,",3,1,4
1514,DATA ANALYST,0,"San Francisco, CA, Remote, Anywhere",Small,None,Part-time,"Python, Power BI",0,0,2
1515,Data Analyst II,110000,"Houston,TX, San Francisco, CA",Unknown,Jr,Full-time,"Excel, Google Cloud, Power BI, Azure",1,0,1
1516,Jr. Data Analyst,95000,"San Francisco, CA, Huntsville,AL",Medium,Mi,Full-time,"R , Google Cloud , AWS",2,2,1
1517,Marketing Data Analyst,120000,"London, UK, Austin, TX, Anywhere",Large,Sr,Full-time,"Azure, SQL, Tableau, R",3,3,1
1518,Junior Data Analyst,0,US,Medium,Jr,Freelance,"Tableau,R,AWS,Google Cloud,Excel",1,2,6
1519,Sr. Data Analyst,14000000,"Houston,TX",Small,Sr,Freelance,"Azure, Excel",3,0,6
1520,Senior Data Analyst,95000,Anywhere,Medium,Sr,Contract,"Tableau,Google Cloud,Power BI,R,SQL",3,2,4
1521,Sr. Data Analyst,95000,"San Francisco, CA",Startup,Mi,Contract,"AWS, Python, Azure, , Google Cloud",2,1,4
1522,Data Analyst!!!,65000,"Anywhere, Austin, TX, London, UK",Startup,Sr,Regular,"Python,Power BI,Excel",3,1,3
1523,BI Analyst,110000,"Austin, TX, Remote, Huntsville,AL",Medium,Jr,Contract,"Python , Google Cloud",1,2,4
1524,Jr. Data Analyst,14000000,"New York, NY",Startup,Jr,Regular,"R, Power BI, AWS",1,1,3
1525,BI Analyst,70000,"San Francisco, CA, Dallas, TX",Startup,Sr,Temporary,"AWS,R,Tableau,Python",3,1,5
1526,BI Analyst,50,"Anywhere, Huntsville,AL",Startup,Mi,Contract,"Python ,  , Azure , AWS",2,1,4
1527,Data Analyst II,14000000,"San Francisco, CA, Huntsville,AL",Small,Jr,Regular,"Python,Tableau,AWS,Azure",1,0,3
1528,Sr. Data Analyst,50,"Remote, Anywhere, Dallas, TX",Medium,Jr,Regular,1,2,3,
1529,Data Analyst II,70000,"US, Dallas, TX",Unknown,Sr,Full-time,"Tableau , Azure",3,0,1
1530,Data Analytics Specialist,0,"New York, NY",Unknown,Jr,Contract,"Google Cloud, AWS, Power BI",1,0,4
1531,Data Analyst!!!,90000,"San Francisco, CA, Dallas, TX, US",Unknown,Sr,Contract,"Python, Power BI, AWS, R,",3,0,4
1532,Data Analyst II,65000,"Houston,TX",Huge,Sr,Full-time,"Tableau,R",3,4,1
1533,Marketing Data Analyst,0,"Austin, TX, Dallas, TX, San Francisco, CA",Unknown,Sr,Contract,"Excel,Google Cloud",3,0,4
1534,Jr. Data Analyst,0,"New York, NY, US, Dallas, TX",Huge,Jr,Part-time,"Tableau, SQL",1,4,2
1535,Data Analyst!!!,65000,"London, UK, Dallas, TX",Unknown,Jr,Freelance,"Google Cloud, , SQL, R",1,0,6
1536,DATA ANALYST,50000,"New York, NY",Startup,Sr,Contract,"AWS, Python, Tableau, , Google Cloud",3,1,4
1537,Data Analytics Specialist,65000,"Houston,TX, Remote, Anywhere",Startup,Jr,Part-time,"Google Cloud, AWS",1,1,2
1538,DATA ANALYST,90000,"New York, NY, Houston,TX, San Francisco, CA",Small,None,Full-time,"Excel,Python,Google Cloud,Azure,SQL",0,0,1
1539,Medium,0,Sr. Data Analyst,Sr.,85k - 105k,Temporary,"Azure , SQL , Power BI ,  , Google Cloud",0,0,5
1540,Data Analyst!!!,120000,"Huntsville,AL",Huge,Pr,Part-time,"Excel, AWS, Power BI",4,4,2
