job_title,salary,location,remote_location,company_size,experience_level,employment_type,skills,experience_level_value,company_size_value,employment_type_value,job_title_value,latitude,longitude,col_index,cost_tier
Data Analyst,95000,"Philadelphia, PA",True,Medium,Mi,Temporary,"Python , Tableau , SQL , AWS",2,2,2,4,39.952724,-75.163526,81.0,81.0
BI Analyst,65000,"Norfolk, VA",False,Unknown,Jr,Part-time,"Excel, Power BI, SQL, AWS, R",1,0,5,3,36.84937,-76.289954,,2.0
Data Analyst,110000,"Salt Lake City, UT",0,Huge,Jr,Part-time,"SQL , AWS",1,4,5,4,40.75962,-111.886797,65.7,65.7
Data Analytics Specialist,90000,"Huntsville, AL",Partial,Large,Mi,Full-time,"Python, Google Cloud, Excel, Power BI",2,3,6,2,34.729847,-86.585901,60.5,60.5
Data Analyst,50000,"Nashville, TN",Hybrid,Small,Jr,Full-time,"Azure,Python,",1,0,6,4,36.162277,-86.774298,74.0,74.0
Junior Data Analyst,8090000,"San Francisco, CA",False,Medium,Sr,Full-time,"Tableau, Excel, Azure",3,2,6,1,37.787936,-122.40752,94.0,94.0
Data Analyst,110000,"Phoenix, AZ",Partial,Startup,Jr,Regular,,1,1,4,4,33.448437,-112.074141,76.1,76.1
Data Analyst,120000,"Huntsville, AL",False,Unknown,Sr,Regular,"Google Cloud, Python, Tableau, Excel",3,0,4,4,34.729847,-86.585901,60.5,60.5
Junior Data Analyst,95000,"Jackson, MS",True,Medium,Jr,Contract,"SQL , R , Tableau , Excel",1,2,3,1,32.299869,-90.183041,68.0,68.0
BI Analyst,14000000,"Phoenix, AZ",Yes,Large,None,Part-time,"SQL, AWS, Power BI",0,3,5,3,33.448437,-112.074141,76.1,76.1
Data Analyst,110000,"Phoenix, AZ",Hybrid,Startup,Sr,Regular,"Google Cloud , Azure , SQL , Power BI",3,1,4,4,33.448437,-112.074141,76.1,76.1
Product Data Analyst,90000,"Dallas, TX",Partial,Huge,Jr,Contract,,1,4,3,3,32.776272,-96.796856,75.0,75.0
BI Analyst,8090000,"Jackson, MS",No,Startup,Sr,Part-time,"Python, SQL",3,1,5,3,32.299869,-90.183041,68.0,68.0
Data Analytics Specialist,95000,"Columbus, OH",0,Large,Sr,Contract,"Tableau,Power BI,Python,Azure",3,3,3,2,39.96226,-83.000707,73.5,73.5
Junior Data Analyst,50000,"Salt Lake City, UT",True,Startup,Jr,Part-time,"Power BI ,",1,1,5,1,40.75962,-111.886797,65.7,65.7
Senior Data Analyst,65000,"Nashville, TN",1,Large,Mi,Full-time,"SQL, AWS, Tableau",2,3,6,6,36.162277,-86.774298,74.0,74.0
Junior Data Analyst,14000000,"Oklahoma City, OK",Partial,Large,Sr,Full-time,"Python,Tableau,Google Cloud",3,3,6,1,35.472989,-97.517054,70.0,70.0
Product Data Analyst,65000,"Dallas, TX",False,Unknown,Jr,Part-time,"SQL, AWS, Python, R,",1,0,5,3,32.776272,-96.796856,75.0,75.0
Data Analytics Specialist,50000,"Norfolk, VA",Partial,Large,Mi,Contract,"Google Cloud , Power BI , R",2,3,3,2,36.84937,-76.289954,,2.0
Data Analyst,110000,"Fort Collins, CO",1,Small,None,Full-time,"Excel, Google Cloud, AWS, SQL",0,0,6,4,40.587178,-105.077011,66.1,66.1
Data Analyst,65000,"Nashville, TN",False,Startup,Sr,Contract,", Azure, SQL, Python",3,1,3,4,36.162277,-86.774298,74.0,74.0
Senior Data Analyst,95000,"Houston, TX",0,Medium,Jr,Temporary,,1,2,2,6,29.758938,-95.367697,64.9,64.9
Data Analyst II,120000,"Austin, TX",Hybrid,Huge,Jr,Freelance,"AWS, Excel, , Azure, Google Cloud",1,4,1,5,30.271129,-97.7437,71.1,71.1
BI Analyst,95000,"Norfolk, VA",0,Large,Jr,Regular,"R, SQL, Power BI",1,3,4,3,36.84937,-76.289954,,2.0
Senior Data Analyst,120000,"New Orleans, LA",True,Huge,Mi,Full-time,"Excel, Tableau, Power BI, Google Cloud",2,4,6,6,29.956142,-90.073393,77.8,77.8
Data Analyst II,70000,"Fort Collins, CO",Hybrid,Small,Sr,Temporary,"Excel, Power BI, Python, R,",3,0,2,5,40.587178,-105.077011,66.1,66.1
Data Analyst,8090000,"San Francisco, CA",Hybrid,Small,Sr,Full-time,"Tableau , Excel , R",3,0,6,4,37.787936,-122.40752,94.0,94.0
Data Analyst,120000,"New Orleans, LA",No,Medium,Sr,Part-time,"Python, R, Excel",3,2,5,4,29.956142,-90.073393,77.8,77.8
Data Analyst,65000,"New Orleans, LA",Yes,Huge,Jr,Part-time,,1,4,5,4,29.956142,-90.073393,77.8,77.8
Senior Data Analyst,65000,"Nashville, TN",Temporarily Remote,Unknown,Mi,Regular,"Google Cloud,SQL,AWS",2,0,4,6,36.162277,-86.774298,74.0,74.0
Data Analyst II,120000,"New Orleans, LA",False,Huge,Pr,Freelance,"Tableau,Python",4,4,1,5,29.956142,-90.073393,77.8,77.8
BI Analyst,110000,"Denver, CO",No,Small,Jr,Temporary,"Azure, R, SQL, Python",1,0,2,3,39.739236,-104.984862,78.7,78.7
Data Analyst,70000,"Atlanta, GA",True,Huge,Jr,Temporary,"Python, Tableau",1,4,2,4,33.754466,-84.389815,76.8,76.8
Junior Data Analyst,90000,"San Francisco, CA",0,Unknown,Sr,Part-time,"Excel, R",3,0,5,1,37.787936,-122.40752,94.0,94.0
Data Analyst,65000,"Oklahoma City, OK",Temporarily Remote,Startup,Jr,Freelance,"AWS,Power BI,Google Cloud,SQL",1,1,1,4,35.472989,-97.517054,70.0,70.0
Data Analyst,95000,"Fargo, ND",1,Unknown,Jr,Freelance,"Excel , Tableau , Python",1,0,1,4,46.877229,-96.789821,58.0,58.0
Data Analytics Specialist,110000,"Philadelphia, PA",No,Startup,Jr,Contract,"Power BI, R",1,1,3,2,39.952724,-75.163526,81.0,81.0
Data Analyst,50000,"Philadelphia, PA",No,Large,Jr,Freelance,"Google Cloud, SQL, Python",1,3,1,4,39.952724,-75.163526,81.0,81.0
Senior Data Analyst,14000000,"Fort Collins, CO",1,Large,Jr,Contract,"AWS, R, SQL, Excel, Python",1,3,3,6,40.587178,-105.077011,66.1,66.1
Data Analytics Specialist,90000,"New Orleans, LA",0,Startup,Pr,Full-time,"Python,Excel,SQL,AWS,Power BI",4,1,6,2,29.956142,-90.073393,77.8,77.8
Data Analyst II,65000,"Albuquerque, NM",Hybrid,Large,Pr,Freelance,"Excel,",4,3,1,5,35.084103,-106.650985,63.4,63.4
BI Analyst,70000,"Louisville, KY",False,Startup,Jr,Full-time,"Azure , Google Cloud , SQL , Tableau , R",1,1,6,3,38.254238,-85.759407,70.0,70.0
Marketing Data Analyst,70000,"Nashville, TN",True,Unknown,None,Freelance,"Excel, , Tableau",0,0,1,3,36.162277,-86.774298,74.0,74.0
Data Analyst II,14000000,"Huntsville, AL",Temporarily Remote,Huge,Pr,Regular,"Python , Excel , AWS",4,4,4,5,34.729847,-86.585901,60.5,60.5
Data Analytics Specialist,50000,"Houston, TX",Partial,Large,Jr,Full-time,"Tableau, SQL, Azure, Google Cloud",1,3,6,2,29.758938,-95.367697,64.9,64.9
Data Analytics Specialist,120000,"New Orleans, LA",Yes,Large,Jr,Part-time,",Azure,Excel",1,3,5,2,29.956142,-90.073393,77.8,77.8
Data Analytics Specialist,120000,"Nashville, TN",Partial,Large,Jr,Contract,"AWS, Tableau, Excel, Azure, Power BI",1,3,3,2,36.162277,-86.774298,74.0,74.0
BI Analyst,95000,"Dallas, TX",0,Unknown,Mi,Part-time,"Google Cloud, AWS, R",2,0,5,3,32.776272,-96.796856,75.0,75.0
Senior Data Analyst,120000,"Huntsville, AL",1,Huge,Jr,Regular,"Azure, Excel, SQL",1,4,4,6,34.729847,-86.585901,60.5,60.5
Junior Data Analyst,70000,"Oklahoma City, OK",0,Huge,Jr,Contract,"AWS,R",1,4,3,1,35.472989,-97.517054,70.0,70.0
Senior Data Analyst,90000,"Albuquerque, NM",True,Large,Sr,Regular,"AWS, Google Cloud, Tableau",3,3,4,6,35.084103,-106.650985,63.4,63.4
Data Analyst,50000,"Phoenix, AZ",0,Huge,Sr,Temporary,"Power BI,R,Azure",3,4,2,4,33.448437,-112.074141,76.1,76.1
BI Analyst,95000,"Fargo, ND",Yes,Large,Sr,Part-time,"R, AWS, , Azure, Tableau",3,3,5,3,46.877229,-96.789821,58.0,58.0
Marketing Data Analyst,65000,"Huntsville, AL",Yes,Huge,Mi,Temporary,"Azure,Power BI,AWS,Python,Google Cloud",2,4,2,3,34.729847,-86.585901,60.5,60.5
Senior Data Analyst,14000000,"Salt Lake City, UT",False,Startup,Pr,Regular,"Python, SQL, Power BI, Tableau",4,1,4,6,40.75962,-111.886797,65.7,65.7
Data Analyst II,110000,"Salt Lake City, UT",Hybrid,Startup,Jr,Full-time,", AWS , R",1,1,6,5,40.75962,-111.886797,65.7,65.7
Data Analyst,65000,"Albuquerque, NM",1,Medium,Sr,Full-time,"Excel , SQL",3,2,6,4,35.084103,-106.650985,63.4,63.4
Data Analyst,110000,"Las Vegas, NV",Partial,Huge,Mi,Temporary,"Google Cloud, Excel, Tableau, R, Azure",2,4,2,4,36.167426,-115.148413,71.3,71.3
Junior Data Analyst,70000,"Denver, CO",Partial,Startup,Sr,Full-time,"Power BI, , Excel",3,1,6,1,39.739236,-104.984862,78.7,78.7
Junior Data Analyst,110000,"Louisville, KY",Partial,Startup,None,Contract,"R,SQL,Excel,Python,AWS",0,1,3,1,38.254238,-85.759407,70.0,70.0
Data Analyst,65000,"Austin, TX",No,Large,Mi,Full-time,"Power BI , R",2,3,6,4,30.271129,-97.7437,71.1,71.1
Data Analyst II,95000,"Salt Lake City, UT",Temporarily Remote,Startup,Jr,Freelance,"Tableau, Azure, Excel",1,1,1,5,40.75962,-111.886797,65.7,65.7
Data Analyst,110000,"New Orleans, LA",True,Unknown,Jr,Temporary,"Tableau ,  , Google Cloud",1,0,2,4,29.956142,-90.073393,77.8,77.8
Marketing Data Analyst,120000,"Albuquerque, NM",Hybrid,Large,Mi,Temporary,"AWS , Google Cloud , SQL , Tableau , Python",2,3,2,3,35.084103,-106.650985,63.4,63.4
Data Analyst II,90000,"Denver, CO",Partial,Large,Jr,Regular,"Tableau, SQL, Python, Azure, Google Cloud",1,3,4,5,39.739236,-104.984862,78.7,78.7
Data Analyst,90000,"Detroit, MI",Hybrid,Medium,Mi,Contract,"Azure, Tableau, , AWS",2,2,3,4,42.331551,-83.04664,68.1,68.1
Product Data Analyst,70000,"Fort Collins, CO",Hybrid,Large,Mi,Full-time,"SQL, Azure, Excel, R, Power BI",2,3,6,3,40.587178,-105.077011,66.1,66.1
Data Analytics Specialist,8090000,"Denver, CO",Yes,Small,Pr,Contract,"Tableau, AWS",4,0,3,2,39.739236,-104.984862,78.7,78.7
Senior Data Analyst,14000000,"Indianapolis, IN",No,Startup,Mi,Full-time,", Power BI, AWS, Azure",2,1,6,6,39.768333,-86.15835,69.7,69.7
Data Analytics Specialist,95000,"Fort Collins, CO",Hybrid,Large,Sr,Part-time,"Power BI, SQL, Python, AWS, Google Cloud",3,3,5,2,40.587178,-105.077011,66.1,66.1
BI Analyst,70000,"Jackson, MS",False,Small,Mi,Full-time,", Tableau",2,0,6,3,32.299869,-90.183041,68.0,68.0
Data Analytics Specialist,14000000,"Dallas, TX",No,Medium,Sr,Freelance,"Python,",3,2,1,2,32.776272,-96.796856,75.0,75.0
Junior Data Analyst,8090000,"Santa Fe, NM",Temporarily Remote,Startup,Jr,Freelance,"Azure,SQL,Python",1,1,1,1,35.68761,-105.938456,67.0,67.0
Junior Data Analyst,70000,"Houston, TX",0,Medium,Jr,Contract,"Power BI,",1,2,3,1,29.758938,-95.367697,64.9,64.9
Data Analyst,65000,"Huntsville, AL",No,Medium,Jr,Freelance,"R,Tableau,Python",1,2,1,4,34.729847,-86.585901,60.5,60.5
BI Analyst,70000,"Nashville, TN",Yes,Startup,Pr,Full-time,"Google Cloud, R, Azure, Power BI",4,1,6,3,36.162277,-86.774298,74.0,74.0
Junior Data Analyst,65000,"Santa Fe, NM",False,Large,Sr,Full-time,"Python,AWS",3,3,6,1,35.68761,-105.938456,67.0,67.0
Data Analytics Specialist,65000,"Las Vegas, NV",Hybrid,Huge,Mi,Regular,"Python, Google Cloud, Azure, Power BI, Excel",2,4,4,2,36.167426,-115.148413,71.3,71.3
Senior Data Analyst,95000,"Chicago, IL",1,Unknown,Sr,Freelance,"Google Cloud, Python, AWS",3,0,1,6,41.875562,-87.624421,75.5,75.5
Marketing Data Analyst,90000,"Austin, TX",Hybrid,Small,Sr,Freelance,"AWS,Azure,SQL,Google Cloud",3,0,1,3,30.271129,-97.7437,71.1,71.1
Senior Data Analyst,50000,"Phoenix, AZ",True,Medium,Jr,Full-time,"Google Cloud, R, Tableau, Azure, Python",1,2,6,6,33.448437,-112.074141,76.1,76.1
Junior Data Analyst,95000,"New Orleans, LA",Temporarily Remote,Large,Sr,Temporary,"Tableau, Power BI, R, Google Cloud",3,3,2,1,29.956142,-90.073393,77.8,77.8
Senior Data Analyst,8090000,"San Francisco, CA",True,Startup,Mi,Contract,"Google Cloud,Excel,R,Python",2,1,3,6,37.787936,-122.40752,94.0,94.0
Data Analyst,95000,"Santa Fe, NM",Partial,Large,Sr,Freelance,"Power BI , Excel , AWS",3,3,1,4,35.68761,-105.938456,67.0,67.0
Junior Data Analyst,90000,"Columbus, OH",Yes,Medium,Mi,Part-time,"R,Azure,SQL,Google Cloud,",2,2,5,1,39.96226,-83.000707,73.5,73.5
Data Analyst,110000,"Las Vegas, NV",Temporarily Remote,Large,Pr,Contract,"AWS, Azure, Google Cloud, Power BI, Python",4,3,3,4,36.167426,-115.148413,71.3,71.3
Junior Data Analyst,65000,"Philadelphia, PA",No,Large,Jr,Freelance,"Excel, Azure",1,3,1,1,39.952724,-75.163526,81.0,81.0
Marketing Data Analyst,14000000,"Chicago, IL",0,Startup,Mi,Temporary,"Excel,Google Cloud,AWS,Tableau,Power BI",2,1,2,3,41.875562,-87.624421,75.5,75.5
Data Analytics Specialist,95000,"Indianapolis, IN",False,Startup,Jr,Full-time,"Python, R, SQL,",1,1,6,2,39.768333,-86.15835,69.7,69.7
Marketing Data Analyst,8090000,"Fargo, ND",Partial,Huge,Jr,Contract,"AWS, Python, Tableau, SQL",1,4,3,3,46.877229,-96.789821,58.0,58.0
Data Analyst,65000,"Denver, CO",Yes,Large,None,Part-time,"Azure,Google Cloud",0,3,5,4,39.739236,-104.984862,78.7,78.7
Junior Data Analyst,50000,"Las Vegas, NV",Yes,Small,Sr,Part-time,"Tableau, Azure, Excel, , AWS",3,0,5,1,36.167426,-115.148413,71.3,71.3
Junior Data Analyst,70000,"Fargo, ND",Yes,Small,Pr,Temporary,"Python, Azure",4,0,2,1,46.877229,-96.789821,58.0,58.0
Product Data Analyst,14000000,"Philadelphia, PA",0,Large,Jr,Regular,"Azure, AWS, Tableau, SQL, Power BI",1,3,4,3,39.952724,-75.163526,81.0,81.0
Product Data Analyst,95000,"Oklahoma City, OK",True,Small,Mi,Part-time,"Power BI, Google Cloud, Tableau, R",2,0,5,3,35.472989,-97.517054,70.0,70.0
Senior Data Analyst,95000,"Atlanta, GA",1,Huge,Jr,Contract,"Google Cloud,Python,AWS,SQL,R",1,4,3,6,33.754466,-84.389815,76.8,76.8
Senior Data Analyst,14000000,"Houston, TX",No,Unknown,Jr,Full-time,"SQL,R,Python",1,0,6,6,29.758938,-95.367697,64.9,64.9
BI Analyst,65000,"Jackson, MS",Yes,Medium,Jr,Full-time,"AWS , R , Tableau",1,2,6,3,32.299869,-90.183041,68.0,68.0
Data Analyst,70000,"Indianapolis, IN",0,Large,Mi,Contract,"Excel, Python, Azure",2,3,3,4,39.768333,-86.15835,69.7,69.7
Junior Data Analyst,70000,"New York, NY",Yes,Huge,Sr,Contract,"Google Cloud,SQL",3,4,3,1,40.712728,-74.006015,100.0,100.0
Data Analytics Specialist,50000,"Albuquerque, NM",1,Unknown,Jr,Temporary,"Python, R",1,0,2,2,35.084103,-106.650985,63.4,63.4
Data Analyst,70000,"Las Vegas, NV",True,Small,Jr,Contract,"AWS, Excel",1,0,3,4,36.167426,-115.148413,71.3,71.3
BI Analyst,65000,"Columbus, OH",No,Huge,Sr,Part-time,"AWS, R, Tableau",3,4,5,3,39.96226,-83.000707,73.5,73.5
Data Analytics Specialist,90000,"Austin, TX",True,Unknown,Jr,Part-time,", Google Cloud, Tableau, Python",1,0,5,2,30.271129,-97.7437,71.1,71.1
Data Analyst,95000,"Nashville, TN",No,Unknown,Sr,Full-time,"R, Google Cloud, Python",3,0,6,4,36.162277,-86.774298,74.0,74.0
Senior Data Analyst,50000,"Houston, TX",Hybrid,Huge,Jr,Freelance,"Power BI, Tableau, Excel, SQL, Python",1,4,1,6,29.758938,-95.367697,64.9,64.9
Junior Data Analyst,70000,"Huntsville, AL",Yes,Large,Mi,Freelance,"AWS,R",2,3,1,1,34.729847,-86.585901,60.5,60.5
Product Data Analyst,120000,"Santa Fe, NM",0,Large,Jr,Part-time,"Azure,R,Power BI,AWS,Google Cloud",1,3,5,3,35.68761,-105.938456,67.0,67.0
Senior Data Analyst,50000,"Columbus, OH",Temporarily Remote,Unknown,Jr,Part-time,"Power BI, SQL, Azure",1,0,5,6,39.96226,-83.000707,73.5,73.5
Data Analyst,50000,"Huntsville, AL",No,Startup,Jr,Contract,"SQL, Azure, AWS",1,1,3,4,34.729847,-86.585901,60.5,60.5
Data Analytics Specialist,65000,"Norfolk, VA",1,Unknown,Sr,Part-time,"SQL,R,Python,Power BI,",3,0,5,2,36.84937,-76.289954,,2.0
Data Analyst,90000,"Jackson, MS",1,Huge,None,Full-time,"Google Cloud, Python, AWS",0,4,6,4,32.299869,-90.183041,68.0,68.0
Data Analyst II,50000,"San Francisco, CA",Temporarily Remote,Medium,Mi,Temporary,"Tableau , R , AWS",2,2,2,5,37.787936,-122.40752,94.0,94.0
Junior Data Analyst,14000000,"Chicago, IL",True,Huge,Sr,Part-time,"SQL, Python,",3,4,5,1,41.875562,-87.624421,75.5,75.5
Marketing Data Analyst,70000,"Houston, TX",Temporarily Remote,Huge,Jr,Contract,,1,4,3,3,29.758938,-95.367697,64.9,64.9
Junior Data Analyst,70000,"New Orleans, LA",0,Startup,Mi,Part-time,"Excel , Azure",2,1,5,1,29.956142,-90.073393,77.8,77.8
Product Data Analyst,50000,"Salt Lake City, UT",0,Medium,Jr,Regular,"Python, R, Excel, Power BI",1,2,4,3,40.75962,-111.886797,65.7,65.7
Product Data Analyst,70000,"Austin, TX",True,Startup,Jr,Freelance,,1,1,1,3,30.271129,-97.7437,71.1,71.1
Junior Data Analyst,95000,"Atlanta, GA",1,Unknown,Jr,Regular,",Power BI,Google Cloud,R",1,0,4,1,33.754466,-84.389815,76.8,76.8
Junior Data Analyst,65000,"Houston, TX",1,Huge,Sr,Freelance,"Tableau,Python,Azure,SQL",3,4,1,1,29.758938,-95.367697,64.9,64.9
Product Data Analyst,95000,"San Francisco, CA",Hybrid,Large,Jr,Part-time,"SQL,AWS,Google Cloud",1,3,5,3,37.787936,-122.40752,94.0,94.0
Data Analyst,70000,"Denver, CO",0,Medium,Sr,Full-time,"Google Cloud, AWS, R",3,2,6,4,39.739236,-104.984862,78.7,78.7
Data Analytics Specialist,95000,"New York, NY",1,Small,Pr,Part-time,"Google Cloud, AWS, , R, SQL",4,0,5,2,40.712728,-74.006015,100.0,100.0
BI Analyst,90000,"San Francisco, CA",Yes,Unknown,None,Part-time,"Azure ,  , Tableau",0,0,5,3,37.787936,-122.40752,94.0,94.0
Data Analyst,110000,"Atlanta, GA",0,Medium,Jr,Part-time,"SQL, Python, AWS, Google Cloud",1,2,5,4,33.754466,-84.389815,76.8,76.8
Data Analyst,90000,"New Orleans, LA",True,Startup,Jr,Part-time,", Excel, Azure",1,1,5,4,29.956142,-90.073393,77.8,77.8
Data Analyst,50000,"Las Vegas, NV",Partial,Unknown,Sr,Contract,", Tableau",3,0,3,4,36.167426,-115.148413,71.3,71.3
Senior Data Analyst,50000,"Oklahoma City, OK",True,Small,Jr,Contract,"R,Excel,Azure,Power BI,",1,0,3,6,35.472989,-97.517054,70.0,70.0
Product Data Analyst,70000,"Atlanta, GA",No,Large,None,Temporary,"Google Cloud,Power BI",0,3,2,3,33.754466,-84.389815,76.8,76.8
Product Data Analyst,95000,"New York, NY",False,Startup,Jr,Freelance,"Excel,R",1,1,1,3,40.712728,-74.006015,100.0,100.0
Data Analyst II,70000,"Norfolk, VA",1,Huge,Mi,Full-time,"AWS, R, Google Cloud",2,4,6,5,36.84937,-76.289954,,2.0
Marketing Data Analyst,65000,"Nashville, TN",No,Medium,Mi,Part-time,"Python, Google Cloud, , AWS",2,2,5,3,36.162277,-86.774298,74.0,74.0
Data Analyst,95000,"New York, NY",True,Large,Sr,Part-time,",Python,Excel",3,3,5,4,40.712728,-74.006015,100.0,100.0
Data Analyst,70000,"Fort Collins, CO",False,Medium,Jr,Contract,"SQL, , R, AWS, Azure",1,2,3,4,40.587178,-105.077011,66.1,66.1
Product Data Analyst,90000,"Phoenix, AZ",No,Unknown,None,Contract,"Tableau,SQL",0,0,3,3,33.448437,-112.074141,76.1,76.1
Marketing Data Analyst,70000,"New Orleans, LA",Temporarily Remote,Huge,Mi,Freelance,,2,4,1,3,29.956142,-90.073393,77.8,77.8
Data Analyst,95000,"Nashville, TN",Hybrid,Medium,Mi,Freelance,"R , SQL , Python",2,2,1,4,36.162277,-86.774298,74.0,74.0
Data Analytics Specialist,95000,"Orlando, FL",False,Startup,Jr,Temporary,"Google Cloud,Power BI",1,1,2,2,28.542122,-81.379045,72.2,72.2
Senior Data Analyst,120000,"Denver, CO",No,Medium,Mi,Regular,",R,Excel,Python,AWS",2,2,4,6,39.739236,-104.984862,78.7,78.7
Data Analyst II,110000,"Las Vegas, NV",0,Huge,Jr,Full-time,,1,4,6,5,36.167426,-115.148413,71.3,71.3
Data Analyst,14000000,"Philadelphia, PA",1,Medium,Mi,Contract,"Excel , Power BI , Google Cloud ,  , Python",2,2,3,4,39.952724,-75.163526,81.0,81.0
Junior Data Analyst,120000,"Huntsville, AL",Hybrid,Startup,Sr,Contract,"SQL, R, Google Cloud, AWS",3,1,3,1,34.729847,-86.585901,60.5,60.5
Junior Data Analyst,95000,"Phoenix, AZ",1,Small,Sr,Temporary,"Azure,AWS,Excel,Power BI",3,0,2,1,33.448437,-112.074141,76.1,76.1
Junior Data Analyst,70000,"New Orleans, LA",Yes,Huge,Sr,Contract,"Power BI , Azure , Tableau",3,4,3,1,29.956142,-90.073393,77.8,77.8
Junior Data Analyst,8090000,"Dallas, TX",Partial,Small,Jr,Temporary,"Excel , AWS , Google Cloud , Python , Tableau",1,0,2,1,32.776272,-96.796856,75.0,75.0
Senior Data Analyst,95000,"Albuquerque, NM",0,Huge,Jr,Regular,"Excel, SQL, Google Cloud",1,4,4,6,35.084103,-106.650985,63.4,63.4
BI Analyst,70000,"Austin, TX",True,Huge,Pr,Temporary,"Power BI, Tableau, AWS,",4,4,2,3,30.271129,-97.7437,71.1,71.1
Data Analyst,50000,"Austin, TX",Yes,Small,Mi,Freelance,"Azure, Power BI, AWS",2,0,1,4,30.271129,-97.7437,71.1,71.1
Product Data Analyst,70000,"Louisville, KY",True,Large,Jr,Regular,"Google Cloud, Tableau",1,3,4,3,38.254238,-85.759407,70.0,70.0
Data Analyst,14000000,"Salt Lake City, UT",Yes,Unknown,Jr,Contract,", SQL, Google Cloud",1,0,3,4,40.75962,-111.886797,65.7,65.7
Senior Data Analyst,95000,"Oklahoma City, OK",True,Medium,Jr,Temporary,"Python,R,SQL,Azure",1,2,2,6,35.472989,-97.517054,70.0,70.0
Data Analyst,70000,"Louisville, KY",0,Startup,Jr,Full-time,"R, SQL, Excel, Power BI",1,1,6,4,38.254238,-85.759407,70.0,70.0
Data Analyst,70000,"Houston, TX",True,Large,Sr,Full-time,"Excel, Google Cloud",3,3,6,4,29.758938,-95.367697,64.9,64.9
Junior Data Analyst,14000000,"Las Vegas, NV",No,Small,Mi,Regular,"Tableau, Google Cloud, R",2,0,4,1,36.167426,-115.148413,71.3,71.3
Data Analyst,90000,"Salt Lake City, UT",Yes,Startup,Sr,Temporary,"Python,Excel",3,1,2,4,40.75962,-111.886797,65.7,65.7
Product Data Analyst,70000,"Orlando, FL",Hybrid,Medium,Sr,Full-time,"Excel , AWS , R , Python",3,2,6,3,28.542122,-81.379045,72.2,72.2
Data Analytics Specialist,50000,"New York, NY",Partial,Medium,Mi,Full-time,"Azure, R,",2,2,6,2,40.712728,-74.006015,100.0,100.0
Data Analyst,120000,"Louisville, KY",False,Small,Jr,Part-time,"SQL, Python, Tableau, Excel,",1,0,5,4,38.254238,-85.759407,70.0,70.0
Senior Data Analyst,95000,"Indianapolis, IN",True,Startup,None,Part-time,"R, , Azure, AWS",0,1,5,6,39.768333,-86.15835,69.7,69.7
Senior Data Analyst,95000,"Oklahoma City, OK",Hybrid,Large,Sr,Contract,"AWS, Excel",3,3,3,6,35.472989,-97.517054,70.0,70.0
Product Data Analyst,110000,"Austin, TX",True,Startup,Sr,Part-time,"R,Google Cloud",3,1,5,3,30.271129,-97.7437,71.1,71.1
Data Analyst II,50000,"Detroit, MI",Yes,Huge,Jr,Regular,"AWS,Power BI,Python",1,4,4,5,42.331551,-83.04664,68.1,68.1
Product Data Analyst,70000,"Salt Lake City, UT",1,Huge,Mi,Part-time,"AWS, Tableau",2,4,5,3,40.75962,-111.886797,65.7,65.7
Data Analyst,110000,"Huntsville, AL",Hybrid,Startup,Jr,Freelance,"Tableau, R",1,1,1,4,34.729847,-86.585901,60.5,60.5
Data Analyst II,70000,"Detroit, MI",Yes,Huge,Mi,Contract,"Tableau,Power BI,",2,4,3,5,42.331551,-83.04664,68.1,68.1
Product Data Analyst,65000,"Austin, TX",Temporarily Remote,Large,Jr,Regular,"Power BI,Azure",1,3,4,3,30.271129,-97.7437,71.1,71.1
BI Analyst,65000,"Orlando, FL",0,Huge,Jr,Regular,"Excel,SQL,Google Cloud",1,4,4,3,28.542122,-81.379045,72.2,72.2
Senior Data Analyst,50000,"Huntsville, AL",False,Medium,Sr,Freelance,"SQL, Excel, Azure, AWS",3,2,1,6,34.729847,-86.585901,60.5,60.5
Data Analyst,110000,"Detroit, MI",Yes,Medium,Jr,Freelance,"Google Cloud, R, Azure",1,2,1,4,42.331551,-83.04664,68.1,68.1
Junior Data Analyst,65000,"San Francisco, CA",1,Startup,Sr,Part-time,"Tableau, Python, , R",3,1,5,1,37.787936,-122.40752,94.0,94.0
Data Analyst,120000,"Jackson, MS",1,Huge,Jr,Full-time,"Tableau , Python , SQL , R",1,4,6,4,32.299869,-90.183041,68.0,68.0
Data Analyst II,70000,"Santa Fe, NM",True,Large,Jr,Part-time,"Google Cloud, Python, Azure, Excel, SQL",1,3,5,5,35.68761,-105.938456,67.0,67.0
Product Data Analyst,90000,"Philadelphia, PA",True,Startup,Sr,Temporary,", Excel, AWS, Google Cloud, Azure",3,1,2,3,39.952724,-75.163526,81.0,81.0
Junior Data Analyst,14000000,"Las Vegas, NV",Temporarily Remote,Large,Pr,Full-time,"Azure,Python,AWS",4,3,6,1,36.167426,-115.148413,71.3,71.3
Data Analyst II,8090000,"Austin, TX",True,Small,Mi,Contract,", Azure",2,0,3,5,30.271129,-97.7437,71.1,71.1
Data Analytics Specialist,70000,"New Orleans, LA",True,Large,None,Full-time,"Google Cloud, Tableau, , Azure",0,3,6,2,29.956142,-90.073393,77.8,77.8
Data Analyst II,8090000,"Salt Lake City, UT",0,Large,None,Full-time,,0,3,6,5,40.75962,-111.886797,65.7,65.7
